,ID,Album,Artist,ISRC,Original Advance Amount,Additional Recoupable Costs,Total Recoupable Costs,Currency,Release Date,First Revenue Date,Contractual Artist Split,Contractual Artist Split After Recoupment,Contract Term (months),Legacy: Expected Time to Repay (in P&L months excluding months where no revenue at the time of the investment),Legacy: Expected time to repay month,Expected Payback Period,1 Year Cum Expected Revenue,2 Year Cum Expected Revenue,3 Year Cum Expected Revenue,Number of Streaming Services above 2,Number of Streams & Youube Views (as of pool cut date),Total Gross Royalty Revenue Earned,Total Instrumental Split of Revenue,Total Artist Revenue,Total Revenue Paid to Artist,Total Expected Revenue to date,Actual to Expected Revenue,Outstanding principal / advance,Revenue Month (i.e. number of months receiving revenue),Currency.1,Expected Repayment Term,Max Advance,Minimum Streaming Services,Inactivity (received revenue vs expected - tested after 6 months from origination date),ELIGIBLITY CRITERIA CHECK,EXCEPTION LOAN,STATUS,Monthly Revenue Collected,3/9 Month Average monthly collections,Remaining Term,Remaining PV Term,Future Revenue,Revenue until Artist Recoups,Future Cashflows 3 years,Eligible Portfolio Value,Net Eligible Portfolio Value (*80%),Buyback?,Buyback Amount,Buyback Date,Agreement with Company,Date of Agreement
314,3hl8LICTIM0Ev0Bg68LvFD,Won't Go Back Again,Megan McKenna,UK6KW2100734,24771,4605,4556,USD,2023-06-01,2023-07-01,0.1412995143,0.2235821272,27,13,7,25,3225,4700,4973,4,79907,53342,23407,35289,34171,51946,0.3704009241,66305,24,USD,22,339813,1,1,1,0,Inactive,4147,2518,20,14,212687,133044,325614,376720,261728,No,443888,2023-12-31,Agreement 3,2023-06-01
315,3p7Lr8Kpy0imLB1yalPgQu,Out Of My Way,Seether,USWU30105001,31375,3145,1645,USD,2023-06-01,2023-07-01,0.4586202151,0.1999787934,25,14,23,19,5327,8843,9522,2,62528,41112,45491,49150,49173,81185,0.5724292476,45869,7,USD,25,409621,4,0,1,1,Inactive,3355,1084,34,13,267337,152127,299305,396837,490875,Yes,403746,2023-12-31,Agreement 2,2023-06-01
316,1jJci4qxiYcOHhQR247rEU,Kids,MGMT,USSM10702135,65349,3284,2061,USD,2023-06-01,2023-07-01,0.4824681179,0.1115010174,16,22,20,32,3904,4972,2527,2,12462,85294,18159,47149,44691,29998,0.3320819884,21271,35,USD,24,235572,3,0,1,1,Active,3677,6349,29,33,139359,307421,112735,116423,170681,Yes,391631,2023-12-31,Agreement 4,2023-06-01
317,03bnnlRI981SeYlaSPsYTp,I Think It Might Be Hell,Clarence James,USL4Q1882909,39480,2750,1540,USD,2023-06-01,2023-07-01,0.3157720444,0.207916925,30,20,10,14,4579,7688,5891,3,57034,12627,89358,80459,97946,56337,0.9813188478,36816,29,USD,32,388962,2,0,1,0,Inactive,5639,4745,18,18,483880,136174,494579,145736,219826,Yes,412814,2023-12-31,Agreement 2,2023-06-01
318,2NQxyclV50aM1p4knWGB0f,"Honey, I Think I Like You",Horsify,QZVEM2306324,78546,2585,3393,USD,2023-06-01,2023-07-01,0.441269656,0.1130058957,32,8,8,35,4270,2907,5995,2,54258,65412,81033,96559,97730,33981,0.1815832639,26465,24,USD,15,272846,4,0,0,0,Inactive,8804,7680,34,14,210622,207376,258999,141557,215448,No,125172,2023-12-31,Agreement 2,2023-06-01
319,3YMS6o0KHF4zIkTDGi1Z2c,But I'll Never Forget the Way You Make Me Feel (feat. Ellie Holcomb),Drew Holcomb & The Neighbors,QMP2J1900003,10764,4808,3036,USD,2023-06-01,2023-07-01,0.3889897462,0.3549300779,12,8,13,15,9793,9544,2877,1,73206,95827,66197,84207,27393,49154,0.3440221692,99735,21,USD,23,470831,2,0,0,1,Inactive,7898,3653,21,26,484772,485285,373832,272834,237043,Yes,141938,2023-12-31,Agreement 2,2023-06-01
320,3m49rgJQUz5GU07RWjf5SH,Molly,Sleepy Hallow,USUYG1315732,28200,2254,3344,USD,2023-06-01,2023-07-01,0.2498193123,0.1241435807,26,16,9,20,3232,8647,5271,1,73064,40842,64326,51695,32467,91892,0.762540822,94988,30,USD,33,328077,3,0,1,0,Active,9267,9046,17,28,421940,233849,341307,144720,492695,No,472829,2023-12-31,Agreement 4,2023-06-01
321,0zcETUDCiEYuih0Gs1kqPW,"""Do You Wanna Be Friends?""",Leanna Firestone,UK6KW2100786,13604,2525,2302,USD,2023-06-01,2023-07-01,0.2310752069,0.3392940938,16,13,18,28,9916,5969,6752,4,17640,82450,49737,48531,82720,26538,0.9196876327,78368,29,USD,20,185730,3,1,1,1,Active,3237,3185,20,30,130392,471289,111583,388875,478592,Yes,233984,2023-12-31,Agreement 3,2023-06-01
322,6pxWv6GV35VGmcPf5dh6CH,Proud Mary,Creedence Clearwater Revival,USC4R0817594,35205,3225,2213,USD,2023-06-01,2023-07-01,0.2087634059,0.1105229043,13,8,12,13,6050,2761,3679,3,56183,58977,96255,46207,93383,43838,0.666839001,18466,23,USD,22,290937,4,1,1,0,Inactive,3238,8818,21,23,259646,443832,114066,126503,168479,Yes,168936,2023-12-31,Agreement 2,2023-06-01
323,2zxTpbvliLtgbyhuNM7HRB,River Lie,Leroy Sanchez,UK6KW2100791,60865,1255,4410,USD,2023-06-01,2023-07-01,0.2037639501,0.430840287,29,11,17,22,5759,4183,8081,3,11790,73515,69492,49435,54296,31447,0.3126336802,52805,12,USD,32,228770,4,0,0,1,Active,3572,7452,33,33,413001,118908,403444,243910,128706,Yes,268422,2023-12-31,Agreement 4,2023-06-01
324,2fAQhxnrLOygQsMxgLr5bf,Save This Love,Leroy Sanchez,UK6KW2100792,17663,3977,2407,USD,2023-06-01,2023-07-01,0.359879918,0.1590421612,12,22,11,20,2697,6538,8915,2,38976,62948,45250,28946,50972,31379,0.8962684502,70778,28,USD,13,194890,4,0,0,0,Active,6164,4441,14,17,233226,111092,421148,186731,350032,Yes,473639,2023-12-31,Agreement 4,2023-06-01
325,2AbKro51mAUu7KePC6OkEF,Stay For A While,iann dior,QZJ841900121,53760,3778,3280,USD,2023-06-01,2023-07-01,0.1661268934,0.2355432709,16,18,23,24,4355,8745,5291,1,50075,78300,22341,43008,91810,98791,0.1361719041,78521,24,USD,27,353281,2,0,1,0,Active,8042,2523,21,15,132906,319569,316957,261318,343522,No,273009,2023-12-31,Agreement 1,2023-06-01
326,7mgUYbgzO3NYSWQhkPQUCd,Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),Frank Sinatra,USSM10018232,73244,1081,3519,USD,2023-06-01,2023-07-01,0.2735485851,0.1704950929,29,17,11,28,4083,2388,8092,1,67635,12175,64346,34295,80883,30630,0.7472165785,79749,8,USD,22,281854,2,0,0,0,Inactive,5216,8761,33,26,188500,173886,224358,143287,432024,No,147240,2023-12-31,Agreement 3,2023-06-01
327,5q2b2qVXnLN2EP3BCuL43b,Hot Mess,Zoe Clark,UK6KW2200000,31320,1455,3248,USD,2023-06-01,2023-07-01,0.2598953608,0.2744768602,27,18,9,35,5920,7990,3528,3,62145,69713,61274,57299,25843,41968,0.7926630878,73703,13,USD,21,114916,4,0,1,1,Inactive,8945,9429,19,15,153638,368862,496005,292253,253333,No,489392,2023-12-31,Agreement 2,2023-06-01
328,3m8k4C31FANFtZM1TXM6aM,I Don't Think You Love Me Anymore,Dean Martin,USQX91400082,86061,3281,4181,USD,2023-06-01,2023-07-01,0.3939407583,0.2420049694,22,9,18,33,7403,6434,8811,1,64818,99880,72967,90124,94895,22954,0.4628120982,24231,11,USD,31,310752,2,1,0,0,Active,8810,3613,22,25,123826,409841,117121,229920,290634,Yes,159780,2023-12-31,Agreement 1,2023-06-01
329,4jrQZpmrCGxVl3TlhS4T4E,Morning Glow,Living Room,CH7812239600,65308,4182,1564,USD,2023-06-01,2023-07-01,0.1381186051,0.2758607871,22,17,8,29,4869,9403,1635,1,14599,81213,65829,97693,80004,25710,0.4594926012,76185,32,USD,17,461077,4,1,1,0,Inactive,8896,1562,35,13,441317,164615,136507,142887,265881,No,440501,2023-12-31,Agreement 4,2023-06-01
330,7qoVDgCaBveAKmmPNqscYx,Til Death Do Us Part,Savannah Dexter,QZ5AB2353296,65030,4026,2923,USD,2023-06-01,2023-07-01,0.2517354165,0.4218423839,14,7,11,27,1397,4345,2427,1,21815,46545,90778,48495,67218,64877,0.5961886073,24323,24,USD,17,408801,2,0,1,1,Inactive,4155,3100,19,20,330190,211194,170833,371463,140492,No,345523,2023-12-31,Agreement 2,2023-06-01
331,4ECcVxvtmcKyemj7GLu8V0,Smitten,Leanna Firestone,UK6KW2100830,41077,4432,3018,USD,2023-06-01,2023-07-01,0.4732083427,0.1366697872,24,10,17,29,6037,1781,2128,1,44245,88137,60113,75679,84059,10028,0.8136431231,24880,20,USD,30,318389,2,0,1,1,Inactive,2081,1555,17,33,360311,295421,437539,252167,362444,Yes,390501,2023-12-31,Agreement 2,2023-06-01
332,3B3eOgLJSqPEA0RfboIQVM,Skinny Love,Bon Iver,US38Y0811503,32092,4544,1785,USD,2023-06-01,2023-07-01,0.1008819924,0.3476676669,21,17,17,17,4077,2087,5262,4,60985,53257,47302,16059,69085,91680,0.6088872196,88678,28,USD,23,129482,4,1,1,0,Inactive,4565,8143,18,26,484355,103866,124557,117349,170658,Yes,202677,2023-12-31,Agreement 4,2023-06-01
333,0WVTQp3SOCuMr08jh1jweV,Bring It On Home to Me,Sam Cooke,USRC16206739,66986,4620,2247,USD,2023-06-01,2023-07-01,0.2791296005,0.4744424513,17,22,10,30,2060,4708,1763,1,26484,61541,45989,56258,40063,81613,0.670364303,70827,27,USD,19,187574,2,1,0,1,Active,8895,1630,18,12,463321,301567,252654,456443,107425,Yes,144074,2023-12-31,Agreement 2,2023-06-01
334,0tBPoXwvWWN2d48uCj1NjU,Sexy Women,Neo Tantra,PLS922116057,44107,3202,1954,USD,2023-06-01,2023-07-01,0.1063922407,0.1884661125,27,17,13,19,5989,1752,5255,2,70572,13534,53294,90134,63144,32388,0.1119823353,76246,29,USD,16,452598,2,1,1,1,Active,5278,4441,20,29,435753,299925,362900,179590,477783,Yes,492981,2023-12-31,Agreement 4,2023-06-01
335,70wYA8oYHoMzhRRkARoMhU,When You Were Young,The Killers,USUM70605164,31852,4559,4244,USD,2023-06-01,2023-07-01,0.2207756399,0.1835286031,34,23,10,35,8244,9175,1956,3,92344,60893,88746,42978,13078,49253,0.8156533985,11348,32,USD,13,317942,1,1,0,0,Inactive,2243,3429,32,31,488049,446151,327404,148532,476236,Yes,341737,2023-12-31,Agreement 4,2023-06-01
336,5OLCwb8UoqFlkuReeMIuJ2,"Hallelujah, I Love You So (with Brenda Lee)",George Jones,USSM19903210,80516,2535,2472,USD,2023-06-01,2023-07-01,0.1143734157,0.1384653978,24,14,17,34,6319,4030,1387,3,97185,89427,88849,39991,24132,38741,0.9916374071,26533,16,USD,33,261599,3,0,0,1,Active,2790,3306,28,16,270721,322133,414213,115431,102064,Yes,389274,2023-12-31,Agreement 2,2023-06-01
337,49K5DbnLuQ20IzlFe1uEhz,Gambling Addiction,Leanna Firestone,UK6KW2100832,55805,1681,4983,USD,2023-06-01,2023-07-01,0.1140442349,0.4872110361,24,20,17,23,6796,9527,9411,3,97763,63696,52130,45827,65808,63164,0.7794831518,51732,9,USD,27,389396,2,0,1,0,Active,5356,4243,18,26,299175,360929,425205,297987,321959,No,178861,2023-12-31,Agreement 1,2023-06-01
338,2qhASBzpbFhPRtrnZ5lLnz,Unchained Melody,The Righteous Brothers,USPG19090023,66489,2216,1850,USD,2023-06-01,2023-07-01,0.1021475449,0.41867722,17,9,23,25,2754,2688,6048,4,78575,44225,96880,60307,94676,89974,0.8149302722,50281,23,USD,31,377482,3,0,0,1,Active,1558,7581,15,15,217778,434500,466697,358034,192740,Yes,225393,2023-12-31,Agreement 2,2023-06-01
339,1ctFx1EF3huPtFLfUE7hje,Loved Loving You,Jordy Searcy,UK6KW2200006,97338,4579,3500,USD,2023-06-01,2023-07-01,0.1094939486,0.11385147,29,15,11,22,8762,4438,1883,2,69263,62046,35829,22078,20924,96816,0.9526980354,11168,7,USD,28,450085,4,0,1,0,Active,3692,4682,33,22,489055,372292,462783,117981,350549,No,217863,2023-12-31,Agreement 1,2023-06-01
340,4sEWmXNd39fePAtoHnpkgd,Hide / i do,Leanna Firestone,UK6KW2200009,36405,2730,1403,USD,2023-06-01,2023-07-01,0.3155494738,0.3163381505,23,16,13,25,4704,7411,3070,4,14981,13670,85530,33145,42088,67294,0.641044931,67180,31,USD,18,410083,4,1,1,0,Inactive,8108,4629,33,31,124155,431667,333926,203991,391884,No,398419,2023-12-31,Agreement 4,2023-06-01
341,3A3qUjfuQ1Bcx2Obh3OYzx,Just Attention / patterns,Leanna Firestone,UK6KW2200010,54561,3875,4844,USD,2023-06-01,2023-07-01,0.2968140463,0.33732619,20,15,9,15,3194,2255,2232,3,27934,85245,87609,42874,22033,75385,0.1416510642,97837,13,USD,14,374993,3,1,0,0,Active,7823,7766,18,15,128953,182111,486576,209828,304798,Yes,198143,2023-12-31,Agreement 4,2023-06-01
342,7DUC9HWpuasTu9k3MofIYJ,Diet Coke / inside,Leanna Firestone,UK6KW2200011,25281,1062,2133,USD,2023-06-01,2023-07-01,0.340573406,0.430264419,17,22,20,24,3622,1781,7117,2,54584,68619,14200,51514,35931,65634,0.6589764731,87674,28,USD,34,432750,4,0,1,0,Inactive,6067,3590,30,17,201382,111617,342038,423346,432505,No,199488,2023-12-31,Agreement 2,2023-06-01
343,5SWkedKGlTLmjMRvhu0xXX,Google Translate / poppies,Leanna Firestone,UK6KW2200012,81566,4169,4741,USD,2023-06-01,2023-07-01,0.3458067451,0.2712642911,14,20,18,16,4079,6049,5882,4,46594,66624,34489,35234,48831,21067,0.8712674382,67356,7,USD,29,230884,3,1,1,0,Inactive,6472,8485,30,16,449181,142109,435920,126890,105491,No,103547,2023-12-31,Agreement 3,2023-06-01
344,339EkqTE0Ok0YhA4BYTRt0,“Do You Wanna Be Friends?” / newly unrequited,Leanna Firestone,UK6KW2200013,65661,2384,2609,USD,2023-06-01,2023-07-01,0.2732034253,0.4440674636,16,14,16,26,4256,6690,3139,4,75028,17357,57048,11890,91105,30205,0.7531108172,84242,30,USD,26,294807,2,1,1,0,Active,5642,4664,20,23,373984,446792,270793,133405,208538,Yes,205445,2023-12-31,Agreement 4,2023-06-01
345,1ffUWQfh7ErLeD2Tzhcl5x,Gambling Addiction / eleven elevens,Leanna Firestone,UK6KW2200014,44849,2368,1620,USD,2023-06-01,2023-07-01,0.4533737141,0.4597202016,22,23,7,33,5071,9189,9065,4,33262,12613,73881,34132,51087,34961,0.8605797016,25577,29,USD,15,354191,2,1,0,0,Active,4271,8709,14,15,451455,433184,160983,244204,447724,Yes,136865,2023-12-31,Agreement 2,2023-06-01
346,40BNw8gYwlfSp9eUsfzG8K,Smitten / vulnerable,Leanna Firestone,UK6KW2200015,64247,4257,1012,USD,2023-06-01,2023-07-01,0.2028787269,0.4487470322,29,8,20,27,9967,9649,8026,3,26600,70050,15996,92084,40330,41237,0.114489937,68234,19,USD,19,112128,4,0,0,1,Active,9411,1453,32,34,280516,321000,128456,106071,102664,No,227403,2023-12-31,Agreement 2,2023-06-01
347,7AWhRzreszzkuMac7pTm6I,Phantom Pain / the rapture,Leanna Firestone,UK6KW2200016,79851,1654,3847,USD,2023-06-01,2023-07-01,0.3900242749,0.1907033146,25,19,16,34,2281,4071,5957,4,85469,31306,78777,82193,87126,27033,0.5003917023,81985,9,USD,30,156091,4,0,0,1,Inactive,3150,5620,23,35,474900,168047,271132,158078,339521,Yes,352198,2023-12-31,Agreement 2,2023-06-01
348,1oNPuGQowQxLyFlryPYm0Q,TN / i always knew,Leanna Firestone,UK6KW2200017,33233,1785,2658,USD,2023-06-01,2023-07-01,0.1084574744,0.1721961209,15,23,18,21,7651,5912,7301,4,65471,11645,34866,94953,85371,31368,0.3005503632,67318,13,USD,30,372023,3,1,1,1,Active,9510,8135,29,26,143520,476681,489600,342401,112810,No,259926,2023-12-31,Agreement 4,2023-06-01
349,1H9ovT1irhx8gjjVZxEAfx,happy For you / Method Acting,Leanna Firestone,UK6KW2200018,88904,1940,4492,USD,2023-06-01,2023-07-01,0.153765789,0.1953336163,20,12,22,35,1956,1309,4805,3,51924,21247,40938,77724,19994,28727,0.3360721097,38638,30,USD,26,276344,1,1,0,0,Active,9094,3140,22,19,379640,304065,446141,193323,334294,Yes,464890,2023-12-31,Agreement 4,2023-06-01
350,11r9jE2CxywIxLUmVVaM26,Shoulda Been In A Band,Jordy Searcy,UK6KW2200020,21865,1329,2459,USD,2023-06-01,2023-07-01,0.2976624156,0.3530743283,31,9,22,23,1855,4581,9809,2,95205,13526,70653,48410,40114,57360,0.7367633306,88875,35,USD,21,296522,2,1,0,0,Inactive,8765,4520,15,14,367286,263597,425075,476040,219908,No,409757,2023-12-31,Agreement 2,2023-06-01
351,5IGqxRpvTP8CMbiyejnybW,Objectified,Sophie Frear,UK6KW2200005,32552,1528,3388,USD,2023-06-01,2023-07-01,0.1365383124,0.2649318546,29,12,10,25,5683,5835,4185,4,53547,57101,32722,50901,67610,15762,0.3778658169,71391,6,USD,13,343048,1,0,0,0,Active,8323,6948,32,21,285332,346292,435094,379517,189183,No,169505,2023-12-31,Agreement 4,2023-06-01
352,442j8VxaB60dWf9cBFuX5w,Almost Is Never Enough,Ariana Grande,USUM71310268,51024,4179,3560,USD,2023-06-01,2023-07-01,0.4710516843,0.148839766,32,13,8,31,3032,1025,5363,3,41802,81386,37591,83257,94878,42580,0.5575536408,61634,30,USD,32,458611,2,1,0,0,Active,1305,8196,19,27,480344,164802,369164,168027,156036,Yes,216655,2023-12-31,Agreement 1,2023-06-01
353,15cGdiAHmezm0P04jVAjMo,Letters from Home,John Michael Montgomery,USWB10400048,23631,4096,4686,USD,2023-06-01,2023-07-01,0.1056613069,0.1032574026,24,18,11,22,6324,3542,1412,2,84047,87329,78437,69834,42689,63417,0.8129147215,24100,11,USD,27,480639,1,1,0,1,Active,6522,8542,23,13,191930,441749,107651,441928,360559,No,349500,2023-12-31,Agreement 2,2023-06-01
354,0GVKrtG7QqEYBGOAspofCW,BLA BLA BLA,Måneskin,ITB002200843,81149,4676,3391,USD,2023-06-01,2023-07-01,0.1756486844,0.3303446665,18,9,11,34,6241,6129,1265,2,65337,57110,14416,46132,32814,68058,0.7936310559,37666,17,USD,18,481726,4,1,1,0,Inactive,1045,9946,28,35,420087,111925,473096,425902,442652,Yes,120919,2023-12-31,Agreement 1,2023-06-01
355,751gBcu62kORDelX7FV0mM,Thank You,Dido,USAR19900870,13482,3197,1969,USD,2023-06-01,2023-07-01,0.1507692025,0.2765140011,34,22,17,26,4165,8561,5592,2,69125,92278,36671,24928,32578,95998,0.9067493845,44453,26,USD,23,422409,1,1,0,1,Inactive,8765,9983,34,21,106198,222976,209198,409739,491816,No,313961,2023-12-31,Agreement 2,2023-06-01
356,202lm9YX5WmAac83tOGlVn,Don't Watch Me Cry,Jorja Smith,QM4TW1828151,83145,3739,2268,USD,2023-06-01,2023-07-01,0.245734133,0.3744985963,25,17,22,13,9942,5242,3954,3,41619,74046,90779,75314,38295,60692,0.9655791536,43196,18,USD,15,344974,1,0,1,1,Active,1611,6167,30,35,380770,342756,296436,206442,173225,No,342466,2023-12-31,Agreement 1,2023-06-01
357,1odExI7RdWc4BT515LTAwj,Daylight,David Kushner,QZXDB2300005,41632,1728,1852,USD,2023-06-01,2023-07-01,0.2842883907,0.3372637831,18,18,7,18,7120,5626,6537,4,13361,54670,84250,66945,63786,31673,0.5978584425,70898,19,USD,15,483934,2,1,0,0,Inactive,8432,1544,18,31,370734,479333,419047,168690,243573,No,231883,2023-12-31,Agreement 4,2023-06-01
358,2KnLkZ3z7PO3kgVGHGqDpD,It'll Be Okay,Shawn Mendes,USUM72122321,18273,4170,1113,USD,2023-06-01,2023-07-01,0.2848242993,0.2816803324,24,12,23,26,1052,2182,9157,1,30375,81750,88719,52186,26142,98887,0.2831755603,76623,17,USD,31,290238,1,0,1,1,Active,9092,7400,34,30,315120,424399,235423,371750,221844,Yes,162755,2023-12-31,Agreement 3,2023-06-01
359,2LawezPeJhN4AWuSB0GtAU,Have You Ever Seen The Rain,Creedence Clearwater Revival,USC4R0817643,91229,1476,4415,USD,2023-06-01,2023-07-01,0.3944412574,0.1450690399,19,19,8,17,7100,1915,3609,4,13651,98883,40100,23812,92012,68996,0.2820241893,42839,30,USD,24,191107,2,0,1,0,Inactive,5136,1931,34,19,450560,223814,110811,387169,417317,No,239152,2023-12-31,Agreement 4,2023-06-01
360,4pbG9SUmWIvsROVLF0zF9s,I Want To Hold Your Hand - Remastered 2015,The Beatles,GBUM71505904,44318,4285,1405,USD,2023-06-01,2023-07-01,0.1836186242,0.2714882962,34,14,8,19,2479,7704,3690,1,26828,76386,12297,76021,31468,87931,0.8286712125,29933,9,USD,23,113819,4,0,0,0,Inactive,1599,2679,18,31,342848,265977,421713,290800,102563,Yes,279345,2023-12-31,Agreement 4,2023-06-01
361,69BSm4vFLLo4L8nUulybMc,at least i'm pretty,Harriette,FRIDO2110335,78227,4160,2307,USD,2023-06-01,2023-07-01,0.4401540114,0.4368545919,31,8,9,15,8079,6813,6674,4,46942,15055,80714,77419,14768,34889,0.3151819359,97886,16,USD,21,209092,3,1,0,0,Inactive,1550,2167,33,35,152624,472243,360213,121858,197352,No,496442,2023-12-31,Agreement 2,2023-06-01
362,3ZCTVFBt2Brf31RLEnCkWJ,everything i wanted,Billie Eilish,USUM71922577,50733,2610,1378,USD,2023-06-01,2023-07-01,0.2531629935,0.16702871,16,11,7,28,5593,1221,9750,4,93030,98059,26888,39856,14098,55682,0.4680223951,71913,32,USD,13,233325,4,0,0,0,Active,9022,1091,24,18,239882,244669,187449,316656,384109,No,447976,2023-12-31,Agreement 1,2023-06-01
363,1arPneL5ZtuFrd4Q6kWv7y,Mirror Girl,Jordy Searcy,UK6KW2200059,34407,1988,3909,USD,2023-06-01,2023-07-01,0.4422946884,0.2832553276,18,9,11,25,8850,9103,7262,2,50699,35219,50436,58709,64007,81018,0.3782814741,88698,23,USD,16,283104,3,0,0,1,Inactive,8687,2032,27,18,241447,478601,103929,343012,380581,Yes,298518,2023-12-31,Agreement 2,2023-06-01
364,1j3N4TCykSmXy12iUiMQWk,Crossed The Line,Vosai,GB2LD2010307,17052,4403,3843,USD,2023-06-01,2023-07-01,0.4199079132,0.1184452992,29,19,21,25,1685,6274,9646,2,83554,85573,89307,75367,28996,67397,0.5851854953,17529,30,USD,22,382729,3,1,0,0,Active,6555,1744,28,21,104904,122743,357244,318697,462186,Yes,411625,2023-12-31,Agreement 2,2023-06-01
365,2Bz2Q1JNwwPj40T9AvzE7f,Make Some Noise,Beastie Boys,USCA21100528,29209,3492,2337,USD,2023-06-01,2023-07-01,0.2936800496,0.1807608214,14,14,10,26,8794,7217,3259,2,37809,45886,20415,48043,35518,43343,0.2151895606,54537,15,USD,30,150806,2,0,0,0,Active,6605,6629,20,20,423491,313335,309324,498639,339791,Yes,254033,2023-12-31,Agreement 4,2023-06-01
366,5qXSIeQqRLWLCDCtgQ2VoY,You've Got The Love - Demo,Ethan Hodges,UK6KW2200073,30295,3965,2288,USD,2023-06-01,2023-07-01,0.1503772748,0.3222038679,17,11,14,29,2942,2344,1966,4,39917,66442,42689,17751,16674,48384,0.3683262171,66899,23,USD,31,403081,3,1,1,0,Active,4541,1797,23,16,150585,453625,203326,496331,356540,Yes,478374,2023-12-31,Agreement 4,2023-06-01
367,5063zWIUKknkMJ7D9GbGSG,I Think It’s You,Jordy Searcy,UK6KW2200067,79116,4588,2408,USD,2023-06-01,2023-07-01,0.1683312422,0.4377075885,32,23,9,13,9856,1380,4503,3,72922,82820,91199,23770,53852,23936,0.3460422618,30728,34,USD,17,125494,1,0,1,1,Inactive,2558,2369,14,34,292449,205922,283843,405926,148470,Yes,193547,2023-12-31,Agreement 1,2023-06-01
368,6rSuL1ViLO7Aljn2WD09s4,Whispers in the Dark,Skillet,USAT20619190,38866,3398,1856,USD,2023-06-01,2023-07-01,0.2601283725,0.159671046,20,17,18,21,6432,7184,4184,4,49835,32028,98384,46558,68954,65680,0.5066716647,24877,34,USD,21,401223,2,0,1,1,Inactive,7095,5642,34,24,141520,229592,183918,275153,349355,No,104549,2023-12-31,Agreement 3,2023-06-01
369,5rdGpiqHWjz0ViaQ3ZEVmM,Baby Talk (Flying Beagle),Komuchiwa,AUGBT2212216,98949,3163,2398,USD,2023-06-01,2023-07-01,0.3233894452,0.4529292354,20,11,6,26,1571,6136,8144,4,49636,39804,27093,49867,81879,28778,0.3880354425,61108,24,USD,30,140258,4,0,0,0,Inactive,6674,6853,28,14,180333,430738,459603,288384,339910,Yes,444443,2023-12-31,Agreement 4,2023-06-01
370,0TxPln0uhql4ucFGk1XISM,Wrong Time,Hippie Sabotage,QM4TW2042962,36419,4126,3806,USD,2023-06-01,2023-07-01,0.4811958953,0.1214679752,30,15,13,31,8039,1472,6805,2,52493,81143,84531,15198,49145,91166,0.9906976664,11608,13,USD,34,368898,3,1,1,1,Inactive,6829,4745,16,20,324450,150820,385908,262342,317824,Yes,262668,2023-12-31,Agreement 3,2023-06-01
371,0ELnNmc1vQFW3aPEzQ5zOg,Confetti,Charlotte Cardin,USAT22302690,17221,4249,2757,USD,2023-06-01,2023-07-01,0.2692731736,0.4416546113,17,7,7,19,4070,9648,5415,2,82907,82599,82764,49427,56504,82316,0.4925188788,98091,9,USD,22,233489,2,1,1,1,Active,4185,9415,20,30,225238,244022,308402,204742,404501,No,341585,2023-12-31,Agreement 2,2023-06-01
372,3oEkrIfXfSh9zGnE7eBzSV,The Winner Takes It All,ABBA,SEAYD8001020,94544,1636,2075,USD,2023-06-01,2023-07-01,0.3494028056,0.112747979,28,7,12,27,2673,9983,1197,4,40307,43512,95158,68765,80419,32854,0.700134608,89227,35,USD,13,267328,2,1,1,1,Active,9414,4431,30,20,469675,425939,133037,341021,225720,No,269276,2023-12-31,Agreement 2,2023-06-01
373,7lVkW9dSMlm0B2amcFxzVq,Cntrl Freestyle,Infamous Dimez,QZFYW2074767,35133,2774,4027,USD,2023-06-01,2023-07-01,0.2505838796,0.3036263789,14,15,14,24,2539,9437,2158,2,81227,31671,27693,14173,52034,83917,0.8696225247,96794,25,USD,26,423423,4,1,0,1,Inactive,7547,6624,18,34,483321,405314,378171,248165,181346,Yes,165741,2023-12-31,Agreement 2,2023-06-01
374,27vs845Zn0zgoFzwdksFfP,DNA,Lia Marie Johnson,USUM71609483,27742,3701,4933,USD,2023-06-01,2023-07-01,0.4323842483,0.2655227128,13,12,22,32,6546,3502,2876,2,17689,51718,39414,88425,96941,87229,0.4151610789,79198,6,USD,35,439299,4,1,1,1,Active,4464,3098,24,32,105061,431182,269933,205780,476519,Yes,201225,2023-12-31,Agreement 2,2023-06-01
375,4bOzFuvJ0mRN2fDYpdAbeI,Sinking Boats,Megan McKenna,UK6KW2200108,50140,3473,4710,USD,2023-06-01,2023-07-01,0.1490622296,0.3013547229,15,10,11,24,6922,4077,4574,4,37260,53700,73005,50007,54755,95374,0.4271727503,86097,27,USD,14,179527,4,1,1,1,Active,2546,3151,24,13,230053,380678,317358,379948,166730,No,113868,2023-12-31,Agreement 3,2023-06-01
376,4zPwuDOik4X7sNRaMv12mM,space,margø,UK6KW2200092,40336,4866,2265,USD,2023-06-01,2023-07-01,0.1101730979,0.1686965083,17,22,6,33,6476,1292,6925,3,85887,80567,22473,56886,63763,82808,0.1946980694,74245,6,USD,29,477484,3,0,0,1,Active,6180,3576,14,27,158730,302159,305846,372009,166532,No,201275,2023-12-31,Agreement 1,2023-06-01
